,id_oke,wojewodztwo,powiat,powiat_kod,liczba_zdajacych,wynik_avg,wynik_std,wynik_mediana,wynik_modalna,klasa_avg,wynagrodzenie_median
310,7,Mazowieckie,ostrołęcki,1415000,506,54.75296442687747,29.813588187591385,51.0,96,14,6151.13
312,7,Mazowieckie,otwocki,1417000,775,71.23096774193549,27.698274239339714,84.0,100,19,7160.5
313,7,Mazowieckie,piaseczyński,1418000,1566,79.98595146871008,24.571808012413793,93.0,98,20,7781.44
314,7,Mazowieckie,pruszkowski,1421000,930,77.3505376344086,26.01673829967853,91.0,100,21,7733.08
315,7,Mazowieckie,przasnyski,1422000,268,57.65298507462686,30.880772625616114,56.0,98,16,5962.84
316,7,Mazowieckie,przysuski,1423000,124,58.645161290322584,28.8749231386736,56.0,93,18,5791.92
317,7,Mazowieckie,pułtuski,1424000,231,56.04329004329004,29.285545028514896,55.0,98,17,5981.59
319,7,Mazowieckie,płocki,1419000,484,58.76239669421488,30.788054314469655,58.0,98,15,6507.37
320,7,Mazowieckie,płoński,1420000,513,57.53216374269006,29.662550450304387,58.0,98,16,6135.07
322,7,Mazowieckie,radomski,1425000,965,61.31502590673575,28.327292029136714,64.0,98,16,5878.24
324,7,Mazowieckie,siedlecki,1426000,518,57.16216216216216,29.27708060252777,55.0,98,16,6060.8
325,7,Mazowieckie,sierpecki,1427000,236,53.144067796610166,30.63184214089248,44.5,20,17,6231.94
326,7,Mazowieckie,sochaczewski,1428000,395,65.24303797468355,29.810993994206385,75.0,98,18,6594.92
327,7,Mazowieckie,sokołowski,1429000,307,65.84690553745928,29.36925449031366,75.0,98,16,5936.68
328,7,Mazowieckie,szydłowiecki,1430000,239,57.97907949790795,29.99406464280937,58.0,98,14,5842.92
330,7,Mazowieckie,warszawski zachodni,1432000,845,78.12426035502959,26.462968491384363,91.0,100,21,7788.2
331,7,Mazowieckie,wołomiński,1434000,1887,71.17541070482247,28.178296540005842,84.0,98,21,7244.5
332,7,Mazowieckie,wyszkowski,1435000,430,60.98837209302326,28.98961088408025,62.0,98,16,6087.43
333,7,Mazowieckie,węgrowski,1433000,416,58.83894230769231,30.31383161764321,59.0,98,16,6081.08
334,7,Mazowieckie,zwoleński,1436000,207,53.405797101449274,28.99574456896374,49.0,35,16,5756.11
335,7,Mazowieckie,łosicki,1410000,133,51.849624060150376,29.704939018861964,44.0,25,14,5692.24
336,7,Mazowieckie,żuromiński,1437000,168,55.07142857142857,30.442094021853595,49.0,100,13,5520.54
337,7,Mazowieckie,żyrardowski,1438000,413,60.958837772397096,30.457778510139466,60.0,98,19,6780.58
338,8,Dolnośląskie,bolesławiecki,201000,380,61.689473684210526,30.394829801635023,67.0,98,19,6402.54
339,8,Dolnośląskie,dzierżoniowski,202000,359,60.54874651810585,30.05023171300656,64.0,98,19,6022.76
340,8,Dolnośląskie,górowski,204000,157,51.745222929936304,29.482134168702668,44.0,24,17,6129.92
341,8,Dolnośląskie,głogowski,203000,355,65.52394366197183,30.580512365887625,76.0,96,19,7833.48
342,8,Dolnośląskie,jaworski,205000,187,55.93048128342246,29.903775829471353,49.0,95,18,6328.37
344,8,Dolnośląskie,kamiennogórski,207000,149,57.241610738255034,29.22595403664064,56.0,98,17,5954.69
345,8,Dolnośląskie,karkonoski,206000,257,58.75486381322957,30.311326004076797,58.0,24,17,6133.59
346,8,Dolnośląskie,kłodzki,208000,623,57.61958266452648,30.27993633229949,56.0,95,17,6063.29
348,8,Dolnośląskie,legnicki,209000,250,61.54,30.734872701867484,69.0,93,18,6717.56
349,8,Dolnośląskie,lubański,210000,199,58.35678391959799,29.727376714742988,62.0,95,18,6175.79
350,8,Dolnośląskie,lubiński,211000,466,65.05364806866953,29.877850710625843,75.0,98,21,8013.16
351,8,Dolnośląskie,lwówecki,212000,120,52.38333333333333,31.591186358786143,44.0,96,14,5916.04
352,8,Dolnośląskie,milicki,213000,185,56.42162162162162,31.255971409023495,49.0,18,17,6005.97
353,8,Dolnośląskie,oleśnicki,214000,558,64.09677419354838,29.03572062187279,71.0,98,20,6462.91
354,8,Dolnośląskie,oławski,215000,522,65.17241379310344,29.321264587477312,73.0,98,20,6825.94
355,8,Dolnośląskie,polkowicki,216000,260,56.91153846153846,31.841975524854668,53.0,96,19,7912.75
356,8,Dolnośląskie,strzeliński,217000,164,65.28658536585365,29.737215995609635,75.5,95,18,6494.59
357,8,Dolnośląskie,trzebnicki,220000,479,64.17327766179541,30.66570435688209,75.0,96,19,6634.04
359,8,Dolnośląskie,wałbrzyski,221000,238,59.273109243697476,30.85403749638614,58.0,95,19,6361.35
360,8,Dolnośląskie,wołowski,222000,255,55.54117647058823,32.22867543329301,53.0,96,18,6827.48
362,8,Dolnośląskie,wrocławski,223000,1091,75.21081576535289,26.64155098068149,89.0,98,20,7797.83
363,8,Dolnośląskie,zgorzelecki,225000,303,60.14521452145215,31.192557003437955,65.0,98,18,7059.98
364,8,Dolnośląskie,ząbkowicki,224000,223,54.75336322869955,29.295420828412848,47.0,29,17,6139.06
365,8,Dolnośląskie,złotoryjski,226000,238,58.86134453781513,31.199710754002112,64.0,98,18,6353.56
366,8,Dolnośląskie,średzki,218000,304,62.8453947368421,30.11992114604855,73.0,96,21,6981.15
367,8,Dolnośląskie,świdnicki,219000,743,63.283983849259755,30.360974973745506,71.0,98,20,6412.8
368,8,Opolskie,brzeski,1601000,293,62.484641638225256,29.66842824330082,67.0,98,19,6474.92
369,8,Opolskie,głubczycki,1602000,148,55.601351351351354,30.95893964785932,50.0,100,15,6920.77
370,8,Opolskie,kluczborski,1604000,180,56.34444444444444,29.17920153926657,55.0,96,17,6015.75
371,8,Opolskie,krapkowicki,1605000,151,62.11258278145695,28.563521182372853,67.0,96,17,6682.56
372,8,Opolskie,kędzierzyńsko-kozielski,1603000,215,61.95348837209303,28.492964034286903,65.0,98,17,6666.09
373,8,Opolskie,namysłowski,1606000,171,52.91228070175438,30.903517486590644,47.0,18,17,6404.31
374,8,Opolskie,nyski,1607000,394,63.97208121827411,30.030301655093997,74.0,95,15,6095.73
375,8,Opolskie,oleski,1608000,137,58.02919708029197,29.813273290915625,56.0,24,16,5835.69
377,8,Opolskie,opolski,1609000,383,66.74934725848564,28.23197164229815,75.0,98,16,6390.95
378,8,Opolskie,prudnicki,1610000,166,64.60843373493977,28.736604861963023,71.0,100,15,6051.57
379,8,Opolskie,strzelecki,1611000,145,52.758620689655174,29.527141427102684,45.0,18,18,6348.69
